model,num_documents,gold_index,question,gold_answers,em_first_line,em_full,model_answer_failed,model_answer
gemini-2.5-flash,500,0,who got the first nobel prize in physics,Wilhelm Conrad Röntgen,1.0,1.0,False,"The first Nobel Prize in Physics was awarded in 1901 to Wilhelm Conrad Röntgen of Germany. He received the prize in recognition of his discovery of ""remarkable rays,"" also known as X-rays."
gemini-2.5-flash,500,0,when is the next deadpool movie being released,"May 18, 2018",1.0,1.0,False,"A sequel to the 2016 film *Deadpool*, titled *Deadpool 2*, was released in the United States on May 18, 2018. A third *Deadpool* film, *Deadpool 3*, is currently in development."
gemini-2.5-flash,500,0,the south west wind blows across nigeria between,till September,0.0,0.0,False,"The southwest wind, also known as the Tropical Maritime (MT) airmass, blows across Nigeria between February and June. It invades the southern part of Nigeria in February and reaches the northern part by June. This wind is responsible for Nigeria's rainy season."
gemini-2.5-flash,500,0,what does hp mean in war and order,hit points or health points,1.0,1.0,False,"Based on the provided search results, ""War and Order"" is not mentioned. However, ""HP"" is a common abbreviation in many video games and typically refers to **Hit Points** or **Health Points**.  Here's what the documents say about HP in gaming contexts: *   **Health (gaming)**: Health or vitality is an attribute assigned to entities in a role-playing or video game, indicating its state in combat. It is usually measured in hit points or health points,"
gemini-2.5-flash,500,0,who wrote the first declaration of human rights,Cyrus,0.0,0.0,False,"The first declaration of human rights is a concept with several historical documents laying claim to the title, depending on the criteria used.  One of the earliest documents to emphasize the protection of individual rights is the **Virginia Declaration of Rights**, drafted primarily by George Mason in 1776 [24, 33, 55, 68, 104]. It influenced the United States Declaration of Independence and the United States Bill of Rights [24, 10"
gemini-2.5-flash,500,0,who is the owner of reading football club,Xiu Li Dai|Dai Xiuli|Dai Yongge|Yongge Dai,1.0,1.0,False,"Reading Football Club is 75% owned by Renhe Sports Management Ltd, which is 100% owned by Xiu Li Dai and Yongge Dai. The remaining 25% is owned by Narin Niruttinanon."
gemini-2.5-flash,500,0,when is the last time the philadelphia won the superbowl,"Super Bowl LII,|2017",1.0,1.0,False,"The Philadelphia Eagles last won the Super Bowl in 2018, when they defeated the New England Patriots in Super Bowl LII. This victory marked their first Super Bowl title in franchise history and their first league championship since 1960."
gemini-2.5-flash,500,0,how many episodes are there in dragon ball z,291 episodes|291,1.0,1.0,False,"The original Japanese broadcast of *Dragon Ball Z* lasted 291 episodes. In the United States, it originally aired with 276 episodes, but all 291 episodes were later broadcast when content from the first 67 episodes was restored."
gemini-2.5-flash,500,0,who designed the garden city of new earswick,planner Raymond Unwin|architect Barry Parker|Raymond Unwin,1.0,1.0,False,"Raymond Unwin and Barry Parker were commissioned to produce an overall plan for the new ""garden"" village of New Earswick and the detailed designs for its first houses. They also designed the garden cities of Letchworth and Welwyn Garden City."
gemini-2.5-flash,500,0,what is the first step in the evolution of the eye,photoreceptor proteins that sense light|eyespots,1.0,1.0,False,"The first step in the evolution of the eye began with photoreceptor proteins that sense light, found even in unicellular organisms, called ""eyespots"" [1]. These eyespots could only distinguish light from dark, which was sufficient for photoperiodism and synchronizing circadian rhythms [1]. They were not capable of distinguishing shapes or determining the direction of light [1].  This basic light detection is found in bacteria, single-celled organisms, plants, and animals [4]. The"
gemini-2.5-flash,500,0,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,False,"The TV show ""The Curse of Oak Island"" is filmed on Oak Island. Areas of interest on the island include the ""Money Pit"", Borehole 10-x, Smith's Cove, ""Nolan's Cross"", the ""Hatch"", the ""Watchtower"" and the ""Swamp""."
gemini-2.5-flash,500,0,where is gall bladder situated in human body,beneath the liver,1.0,1.0,False,"In the human body, the gallbladder is a pear-shaped organ situated beneath the liver [1, 2]. It lies in the upper right quadrant of the abdomen [14]. Specifically, the body of the gallbladder rests in a depression on the surface of the lower liver [2]. The fundus, which is the rounded base, is angled towards the abdominal wall, and the gallbladder fossa, where the fundus and body lie, is found beneath the junction of hepatic segments IVB and V"
gemini-2.5-flash,500,0,who is the current director of the us mint,David J. Ryder|David Motl,1.0,1.0,False,"The position of Director of the United States Mint is currently vacant. Since January 20, 2017, David Motl has been serving as the Acting Principal Deputy Director, making him the senior career official at the Mint."
gemini-2.5-flash,500,0,right to property according to the constitution of india is a,constitutional right,1.0,1.0,False,"According to the Constitution of India, the right to property is no longer a fundamental right, but it remains a constitutional right [1, 3, 5, 12].  Originally, the Constitution provided for the right to property under Articles 19 and 31 [8, 13, 158]. Article 19 guaranteed all citizens the right to acquire, hold, and dispose of property [5, 8, 132]. Article"
gemini-2.5-flash,500,0,who is the president of usa right now,Donald Trump,1.0,1.0,False,"Donald Trump is the 45th and current president of the USA, inaugurated on January 20, 2017."
gemini-2.5-flash,500,0,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,False,The middle cranial fossa houses the temporal lobes of the brain and the pituitary gland [1].
gemini-2.5-flash,500,0,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,False,"In S.E. Hinton's novel *The Outsiders*, the greasers live in Tulsa, Oklahoma. This setting, though never explicitly stated in the book, is where the story takes place in 1965 [1, 5, 99]. The film adaptation, directed by Francis Ford Coppola, also uses Tulsa as its setting, with the Curtis Brothers' house, a key greaser location, being a real house in Tulsa that has since been converted into The Outs"
gemini-2.5-flash,500,0,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,False,"In the ""Grey's Anatomy"" plane crash, Dr. Lexie Grey (Chyler Leigh) died [1]. Dr. Mark Sloan (Eric Dane) also died as a result of injuries sustained in the crash [8, 102].  Other doctors involved in the crash who survived but suffered significant trauma include: *   Meredith Grey (Ellen Pompeo) [4] *   Cristina Yang (Sandra Oh), who was severely traumatized and suffered from brief reactive"
gemini-2.5-flash,500,0,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,False,"Hops are grown in several regions across the United States. Key production centers include the Yakima Valley in Washington and the Willamette Valley in Oregon [1]. Western Canyon County, Idaho, including communities like Parma, Wilder, Greenleaf, and Notus, is also an important production area [1].  Historically, hops were grown in other areas as well. In the late 19th century, the Puget Sound region of Washington had a large hop ranch [3]. Waterville, New York"
gemini-2.5-flash,500,0,what's the dog's name on tom and jerry,Spike,1.0,1.0,False,"The ""Tom and Jerry"" cartoon series features several dogs. Spike, an American bulldog, is a recurring character, sometimes referred to as Butch or Killer [1]. He made his debut in the 1942 cartoon ""Dog Trouble"" [1, 2]. Spike later has a son named Tyke [1].  Other dogs that appear in the ""Tom and Jerry"" universe include: *   **Puggsy** and his flea friend Frankie, who meet Tom and"
gemini-2.5-flash,500,0,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,0.0,False,"Most of Africa's petroleum and natural gas resources are found in several regions across the continent.  **North Africa** is dominant in oil and gas, with Libya holding approximately 50% of Africa's oil reserves [10]. Oil and gas are also prevalent in Algeria [10], which has the 10th largest natural gas reserves globally and is the sixth-largest gas exporter [379]. Egypt is another significant producer, being the largest non-OPEC oil"
gemini-2.5-flash,500,0,in which sea pearl is found in india,the Indian Ocean,0.0,1.0,False,"In India, pearls are found in the following seas:  *   **Indian Ocean:** Seawater pearls have been retrieved by divers in the Indian Ocean for thousands of years, with evidence suggesting a prehistoric origin for pearl diving in this region [1]. *   **Laccadive Sea (Lakshadweep Sea):** This sea borders India and is known for its pearl banks in the Gulf of Mannar [94, 125, 162]."
gemini-2.5-flash,500,0,how many countries are a part of opec,14,1.0,1.0,False,"As of June 2018, OPEC has 15 member countries. In February 2018, OPEC had 14 nations. Qatar intends to leave OPEC on January 1, 2019. Ecuador withdrew from OPEC in December 1992, but rejoined in October 2007. Gabon suspended its membership in January 1995 and rejoined in July 2016. Indonesia was a member from 196"
gemini-2.5-flash,500,0,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,False,"Jeep is a brand of American automobiles that is a division of FCA US LLC. Jeep's current product range consists solely of sport utility vehicles (SUVs) and off-road vehicles, but has also included pickup trucks in the past. Some of Jeep's vehicles, such as the Grand Cherokee and the Wagoneer, reach into the luxury segment.  Historically, the term ""jeep"" was used as early as World War I as U.S. Army slang for new recruits"
gemini-2.5-flash,500,0,what is the name of manchester united stadium,Old Trafford,1.0,1.0,False,Manchester United's stadium is called Old Trafford.
