model,num_documents,gold_index,question,gold_answers,em_first_line,em_full,model_answer_failed,model_answer
gemini-2.5-flash,50,0,who got the first nobel prize in physics,Wilhelm Conrad Röntgen,1.0,1.0,False,"The first Nobel Prize in Physics was awarded in 1901 to Wilhelm Conrad Röntgen of Germany. He received the prize in recognition of the extraordinary services he rendered by his discovery of ""remarkable rays"" (or x-rays)."
gemini-2.5-flash,50,0,when is the next deadpool movie being released,"May 18, 2018",0.0,0.0,False,"A sequel to *Deadpool 2*, titled *Deadpool 3*, is currently in development [1, 28]. However, no release date has been announced.  There was an untitled *Deadpool* film released on December 21, 2018, which was believed to be a PG-13 re-cut of *Deadpool 2* titled *Once Upon a Deadpool* [7, 28]."
gemini-2.5-flash,50,0,the south west wind blows across nigeria between,till September,0.0,0.0,False,"The southwest wind, also known as the Tropical Maritime (MT) airmass, blows across Nigeria. It invades the southern part of the country from February and reaches the northern part by June [2]. This wind is responsible for Nigeria's rainy season [2, 10]. The monsoon winds from the Atlantic, which are part of this system, bring heavy tropical rains between April and July, with rain resuming in September and October [6]. The Intertropical Convergence Zone (ITCZ)"
gemini-2.5-flash,50,0,what does hp mean in war and order,hit points or health points,0.0,1.0,False,"Based on the provided search results, there is no information about a game called ""War and Order."" Therefore, it is not possible to determine what ""HP"" means in that context.  However, the term ""HP"" appears in several other contexts within the documents:  *   **Video Games (General):** In many video games, ""HP"" stands for **Hit Points** or **Health Points**, which indicate a character's state in combat. When HP reaches zero, the character"
gemini-2.5-flash,50,0,who wrote the first declaration of human rights,Cyrus,0.0,1.0,False,"The first declaration of human rights is a matter of historical interpretation and depends on how ""first"" and ""human rights"" are defined.  However, several documents are recognized as early declarations or significant influences on the concept of human rights:  *   **Cyrus Cylinder (circa 6th century BCE):** Mohammad Reza Pahlavi, the last Shah of Iran, referred to it as the first declaration of universal human rights, though some historians dispute this as anachronistic. Neil MacGregor"
gemini-2.5-flash,50,0,who is the owner of reading football club,Xiu Li Dai|Dai Xiuli|Dai Yongge|Yongge Dai,1.0,1.0,False,"Reading Football Club is 75% owned by Renhe Sports Management Ltd, which is 100% owned by Xiu Li Dai and Yongge Dai. The remaining 25% is owned by Narin Niruttinanon."
gemini-2.5-flash,50,0,when is the last time the philadelphia won the superbowl,"Super Bowl LII,|2017",1.0,1.0,False,"The Philadelphia Eagles last won the Super Bowl in 2018, when they won Super Bowl LII. This victory ended a 57-season championship drought for the team."
gemini-2.5-flash,50,0,how many episodes are there in dragon ball z,291 episodes|291,1.0,1.0,False,"The original Japanese broadcast of *Dragon Ball Z* lasted 291 episodes [1]. In the United States, the initial broadcast was 276 episodes, though all 291 episodes were later aired when content from the first 67 episodes was restored [1]."
gemini-2.5-flash,50,0,who designed the garden city of new earswick,planner Raymond Unwin|architect Barry Parker|Raymond Unwin,1.0,1.0,False,"Raymond Unwin and Barry Parker were commissioned to produce an overall plan for the new ""garden"" village of New Earswick and the detailed designs for its first houses. They were asked to design the model village in 1902 for Joseph and Benjamin Seebohm Rowntree."
gemini-2.5-flash,50,0,what is the first step in the evolution of the eye,photoreceptor proteins that sense light|eyespots,1.0,1.0,False,"The first step in the evolution of the eye was the development of simple patches of photoreceptor cells that could detect the presence or absence of light, but not its direction. These earliest predecessors of the eye were photoreceptor proteins called ""eyespots,"" found even in unicellular organisms. Eyespots can only sense ambient brightness, distinguishing light from dark, which is sufficient for photoperiodism and synchronizing circadian rhythms. They are insufficient for vision as they cannot distinguish shapes or determine the direction of light"
gemini-2.5-flash,50,0,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,False,"The TV show ""The Curse of Oak Island"" follows brothers Marty and Rick Lagina as they search for treasure or historical artifacts on Oak Island. The series discusses the history of the island, recent discoveries, theories, and prior attempts to investigate the site. Areas of interest include the ""Money Pit"", Borehole 10-x, Smith's Cove, ""Nolan's Cross"", the ""Hatch"", the ""Watchtower"" and the ""Swamp""."
gemini-2.5-flash,50,0,where is gall bladder situated in human body,beneath the liver,1.0,1.0,False,"In humans, the pear-shaped gallbladder is situated in the upper right quadrant of the abdomen, beneath the liver [1, 25, 33, 37]. It lies in a shallow depression below the right lobe of the liver [4]. Specifically, the body of the gallbladder rests in a depression on the surface of the lower liver, and the gallbladder fossa, against which the fundus and body lie, is found beneath the junction of hepatic segments IVB and V [2"
gemini-2.5-flash,50,0,who is the current director of the us mint,David J. Ryder|David Motl,1.0,1.0,False,"The position of Director of the United States Mint is currently vacant. Since January 20, 2017, David Motl has been serving as the Acting Principal Deputy Director, making him the senior career official at the Mint."
gemini-2.5-flash,50,0,right to property according to the constitution of india is a,constitutional right,0.0,0.0,False,"According to the Constitution of India, the right to property is no longer a fundamental right, but rather a constitutional or legal right [1, 3, 12].  Originally, the Constitution provided for the right to property under Articles 19 and 31 [5, 8, 13]. Article 19 guaranteed all citizens the right to acquire, hold, and dispose of property, while Article 31 stated that no person shall be deprived of their property save"
gemini-2.5-flash,50,0,who is the president of usa right now,Donald Trump,1.0,1.0,False,"Donald Trump is the 45th and current president of the United States, inaugurated on January 20, 2017."
gemini-2.5-flash,50,0,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,False,The middle cranial fossa houses the temporal lobes of the brain and the pituitary gland.
gemini-2.5-flash,50,0,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,False,"In S.E. Hinton's novel *The Outsiders*, the greasers live in Tulsa, Oklahoma. This setting, though never explicitly stated in the book, is where the story takes place in 1965 [1, 5]. The house used as the set for the Curtis Brothers' home in the 1983 film adaptation of *The Outsiders* is located in Tulsa and has since been purchased to become The Outsiders House Museum [28]."
gemini-2.5-flash,50,0,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,False,"In the ""Flight"" episode of Grey's Anatomy, Dr. Lexie Grey (Chyler Leigh) dies as a result of an aviation accident. The episode, which was the 172nd overall for the show, originally aired on May 17, 2012.  Another character, Dr. Mark Sloan (Eric Dane), dies in the episode ""Going, Going, Gone,"" which picks up about a month after the plane crash. His death is a result"
gemini-2.5-flash,50,0,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,False,"Hops are grown in several regions across the United States. Key production centers include the Yakima Valley in Washington and the Willamette Valley in Oregon. Western Canyon County, Idaho, which encompasses communities like Parma, Wilder, Greenleaf, and Notus, is also an important production area.  Historically, the Puget Sound region in Washington was home to ""The Largest Hop Ranch in the World"" in 1882, though this venture declined by the late 1890s. In"
gemini-2.5-flash,50,0,what's the dog's name on tom and jerry,Spike,1.0,1.0,False,"The ""Tom and Jerry"" cartoons feature several dogs. Spike, an American bulldog, is a recurring character, sometimes referred to as Butch or Killer [1]. His son is named Tyke [1]. In the film *Tom and Jerry: The Movie*, the duo encounters a dog named Puggsy [6]. Another dog character is Farfel, who appears in the ""Seinfeld"" episode ""The Dog,"" which is mentioned in the context of ""Tom and Jerry"" [22,"
